Subject,StartTime,EndTime,Condition,Code,Duration
2531,2022-02-04 07:43:48am,2022-02-04 07:48:43am,neutral,35076795,4.9166666666667
2518,2022-02-04 07:36:49am,2022-02-04 07:48:54am,neutral,45872485,12.083333333333
2520,2022-02-04 07:37:16am,2022-02-04 07:49:23am,neutral,51556904,12.116666666667
2530,2022-02-04 07:42:19am,2022-02-04 07:51:19am,neutral,47114607,9
2527,2022-02-04 07:40:30am,2022-02-04 07:51:59am,neutral,63701178,11.483333333333
2488,2022-02-04 07:16:18am,2022-02-04 07:55:20am,neutral,57123433,39.033333333333
2538,2022-02-04 07:50:03am,2022-02-04 07:55:21am,neutral,00469560,5.3
2539,2022-02-04 07:50:30am,2022-02-04 08:04:41am,neutral,09209852,14.183333333333
2547,2022-02-04 07:58:34am,2022-02-04 08:06:32am,neutral,14273283,7.9666666666667
2548,2022-02-04 07:58:40am,2022-02-04 08:07:11am,neutral,73304541,8.5166666666667
2537,2022-02-04 07:49:06am,2022-02-04 08:07:16am,neutral,91836083,18.166666666667
2553,2022-02-04 07:52:08am,2022-02-04 08:08:18am,neutral,02513384,16.166666666667
2561,2022-02-04 08:02:59am,2022-02-04 08:09:44am,neutral,87629655,6.75
2551,2022-02-04 08:00:11am,2022-02-04 08:10:21am,neutral,24908530,10.166666666667
2560,2022-02-04 08:01:51am,2022-02-04 08:10:37am,neutral,73794888,8.7666666666667
2550,2022-02-04 08:00:20am,2022-02-04 08:10:50am,neutral,50932858,10.5
2552,2022-02-04 08:00:20am,2022-02-04 08:11:34am,neutral,48043591,11.233333333333
2557,2022-02-04 08:01:37am,2022-02-04 08:13:06am,neutral,61107794,11.483333333333
2569,2022-02-04 08:05:52am,2022-02-04 08:14:26am,neutral,42400331,8.5666666666667
2566,2022-02-04 08:05:07am,2022-02-04 08:14:43am,neutral,13309119,9.6
2546,2022-02-04 07:58:00am,2022-02-04 08:15:39am,neutral,54890647,17.65
2525,2022-02-04 07:39:20am,2022-02-04 08:15:49am,neutral,31252910,36.483333333333
2579,2022-02-04 08:10:59am,2022-02-04 08:17:37am,neutral,84177105,6.6333333333333
